part_id,year,hand_eye,scholarship,treat_a,treat_r,male,sport_code
1123, 2012, 36.50614873577895, 1, 0, 0, 0, 14
1442, 2013, 44.24334709229421, 1, 0, 1, 1, 10
1319, 2013, 45.67123219559615, 1, 0, 0, 1, 15
1100, 2012, 28.581327951188204, 1, 0, 0, 1, 20
1503, 2012, 47.618685149196224, 1, 0, 1, 1, 19
1629, 2013, 48.169403006598486, 1, 0, 1, 0, 14
1063, 2013, 27.430694423569623, 0, 0, 0, 0, 17
1626, 2012, 54.48294711497943, 1, 0, 0, 1, 19
1242, 2013, 56.09372396152366, 1, 0, 0, 1, 18
1420, 2012, 46.14082614142775, 0, 0, 0, 1, 28
1244, 2012, 59.60047655342869, 0, 0, 0, 1, 26
1331, 2013, 45.21594099033382, 1, 0, 0, 0, 14
1519, 2012, 46.26259295345145, 0, 0, 0, 0, 24
1226, 2012, 46.58011418759658, 1, 0, 0, 0, 20
1262, 2012, 67.78389137740966, 1, 0, 1, 0, 17
1565, 2013, 48.70032294008153, 1, 0, 0, 1, 10
1077, 2012, 56.18018458771232, 1, 0, 1, 1, 10
1325, 2012, 40.10089526073131, 1, 0, 1, 1, 20
1233, 2013, 63.04849632511644, 1, 0, 1, 1, 14
1168, 2013, 53.75202701621345, 1, 0, 0, 1, 26
1304, 2013, 46.02957021870991, 1, 0, 0, 1, 15
1527, 2013, 62.2669298386687, 0, 0, 0, 0, 25
1067, 2012, 32.4768247329751, 1, 0, 0, 0, 28
1620, 2013, 73.59165161720112, 0, 0, 0, 1, 22
1288, 2012, 65.32155188965424, 1, 0, 1, 1, 12
1563, 2013, 48.666079506545856, 0, 0, 0, 0, 12
1250, 2013, 56.45281511727577, 1, 0, 0, 0, 12
1512, 2012, 54.400227909894284, 1, 0, 1, 0, 13
1577, 2013, 42.1402348248131, 1, 0, 0, 1, 10
1172, 2013, 55.056763524056876, 0, 0, 1, 1, 22
1187, 2013, 49.94754841924917, 0, 0, 0, 0, 19
1283, 2012, 53.05890885135614, 1, 0, 1, 0, 18
1072, 2012, 46.7984589003637, 1, 0, 0, 1, 14
1391, 2012, 42.458995506560306, 1, 0, 0, 1, 24
1059, 2013, 58.91025463476208, 1, 0, 0, 1, 24
1218, 2012, 56.59389526327743, 1, 0, 0, 1, 12
1356, 2013, 54.113999829232384, 0, 0, 0, 0, 22
1468, 2012, 55.066357382175035, 1, 0, 1, 0, 17
1187, 2012, 51.0090519715063, 0, 0, 0, 0, 19
1481, 2013, 39.205416332202944, 0, 0, 0, 0, 15
1239, 2012, 44.97564667985979, 1, 0, 1, 1, 20
1249, 2013, 55.011922607829746, 1, 0, 0, 0, 21
1364, 2012, 60.01115547145071, 1, 0, 0, 1, 17
1428, 2013, 59.12858537734526, 1, 0, 0, 1, 25
1572, 2012, 38.38873298819707, 1, 0, 0, 1, 17
1088, 2013, 31.862636878633708, 1, 0, 0, 1, 18
1211, 2012, 32.108212498560206, 1, 0, 0, 0, 23
1249, 2012, 58.02723138344176, 1, 0, 0, 0, 21
1450, 2012, 69.85377605246775, 1, 0, 0, 1, 14
1002, 2012, 40.37774382947704, 0, 0, 0, 0, 13
1118, 2012, 36.97062007067751, 1, 0, 0, 0, 23
1522, 2012, 36.107419940781384, 1, 0, 0, 1, 10
1199, 2013, 64.5824481841663, 1, 0, 0, 0, 27
1340, 2012, 41.15838698050404, 1, 0, 0, 1, 13
1010, 2013, 60.34132095681203, 0, 0, 0, 1, 19
1070, 2013, 44.05640294996414, 1, 0, 1, 0, 22
1427, 2012, 56.128455995501376, 0, 0, 1, 1, 19
1071, 2012, 65.14505852633035, 1, 0, 0, 0, 25
1632, 2012, 30.790325736666823, 0, 0, 0, 1, 13
1253, 2012, 24.131513507250112, 1, 0, 0, 1, 12
1309, 2013, 57.7944262187197, 1, 0, 0, 1, 14
1034, 2013, 64.6082037801389, 0, 0, 1, 1, 23
1112, 2013, 45.69058282094056, 1, 0, 0, 1, 25
1595, 2013, 48.12246266906946, 1, 0, 0, 0, 19
1097, 2013, 61.35659473334443, 0, 0, 0, 0, 13
1114, 2012, 56.45995239406593, 1, 0, 1, 1, 10
1440, 2013, 46.7284456646123, 1, 0, 0, 1, 24
1050, 2013, 72.64808245980045, 1, 0, 1, 1, 28
1413, 2012, 61.98958787244471, 1, 0, 0, 1, 10
1117, 2013, 60.66189825097758, 1, 0, 0, 1, 22
1480, 2013, 65.55985609142829, 1, 0, 0, 1, 11
1047, 2012, 57.41637038509772, 0, 0, 0, 1, 20
1545, 2012, 46.27602734359802, 0, 0, 1, 1, 24
1637, 2013, 54.407921906115895, 1, 0, 0, 0, 28
1022, 2012, 59.06574875142774, 1, 0, 0, 0, 18
1155, 2012, 44.742601758834894, 1, 0, 0, 1, 11
1132, 2012, 43.25341045763429, 1, 0, 0, 0, 24
1197, 2013, 65.61835090090244, 1, 0, 1, 1, 10
1146, 2012, 54.246100861704285, 1, 0, 1, 1, 23
1464, 2013, 57.305486105242395, 0, 0, 1, 1, 22
1472, 2013, 57.981071029945305, 1, 0, 1, 0, 11
1140, 2013, 48.82258328618824, 1, 0, 0, 1, 14
1360, 2013, 41.0832069006848, 1, 0, 0, 0, 16
1443, 2012, 51.80375943040995, 1, 0, 0, 1, 24
1486, 2012, 54.8989891969385, 0, 0, 1, 0, 17
1221, 2012, 41.18165063896593, 1, 0, 0, 1, 26
1167, 2012, 51.926233504935446, 1, 0, 1, 0, 13
1011, 2013, 38.329691371670286, 1, 0, 1, 1, 10
1604, 2012, 36.87907342485195, 1, 0, 1, 1, 10
1320, 2013, 48.96463867878501, 1, 0, 0, 1, 13
1533, 2013, 41.80878909034902, 1, 0, 0, 1, 21
1356, 2012, 58.06149682303303, 0, 0, 0, 0, 22
1599, 2013, 70.44506686212316, 1, 0, 0, 1, 18
1624, 2013, 53.69867323736488, 1, 0, 1, 1, 20
1073, 2012, 49.18911810654712, 1, 0, 1, 0, 19
1396, 2012, 59.76910481599575, 1, 0, 1, 0, 27
1143, 2013, 39.6366106060959, 1, 0, 0, 0, 15
1081, 2012, 51.797558188576545, 1, 0, 0, 1, 14
1419, 2013, 50.77380954037523, 1, 0, 0, 1, 10
1010, 2012, 61.44418612815419, 0, 0, 0, 1, 19
1261, 2013, 39.05632703403406, 1, 0, 0, 1, 25
1134, 2012, 71.20793278209571, 0, 0, 0, 0, 17
1412, 2013, 51.339822170788416, 0, 0, 0, 1, 26
1278, 2013, 56.212111599772214, 1, 0, 1, 0, 22
1397, 2012, 47.520264616348896, 1, 0, 0, 1, 25
1326, 2013, 23.28429952253734, 1, 0, 0, 1, 16
1534, 2013, 43.4692830605741, 1, 0, 1, 1, 19
1617, 2012, 57.61113133135429, 1, 0, 0, 0, 20
1489, 2013, 60.437494502148944, 1, 0, 0, 1, 17
1060, 2013, 34.429782803177346, 1, 0, 0, 1, 25
1141, 2012, 49.64936588520218, 1, 0, 0, 1, 27
1102, 2012, 60.34741611867247, 1, 0, 0, 1, 16
1062, 2013, 50.40958806294506, 1, 0, 0, 0, 23
1439, 2012, 36.202872948365595, 1, 0, 0, 0, 24
1208, 2012, 45.92045684737914, 0, 0, 0, 0, 15
1526, 2012, 33.632831210905465, 0, 0, 0, 0, 20
1565, 2012, 45.389269145119485, 1, 0, 0, 1, 10
1398, 2012, 56.470085070429874, 1, 0, 1, 1, 10
1173, 2012, 50.03707020734056, 0, 0, 0, 1, 10
1048, 2012, 45.60134911390531, 0, 0, 1, 0, 21
1285, 2013, 48.86786040878468, 1, 0, 1, 1, 15
1261, 2012, 39.65341092373774, 1, 0, 0, 1, 25
1245, 2013, 56.172743923480525, 1, 0, 1, 0, 15
1502, 2012, 46.89768077771167, 1, 0, 0, 1, 28
1147, 2013, 50.71313363820227, 1, 0, 0, 1, 10
1510, 2013, 53.54357422098199, 1, 0, 1, 0, 25
1064, 2013, 81.70619127878837, 1, 0, 0, 1, 19
1304, 2012, 46.61281917619965, 1, 0, 0, 1, 15
1392, 2013, 45.16284923938379, 0, 0, 1, 1, 14
1119, 2012, 55.32155023126738, 1, 0, 0, 1, 14
1260, 2013, 50.90374410650839, 1, 0, 1, 1, 10
1485, 2013, 38.14875212641525, 1, 0, 1, 0, 20
1253, 2013, 24.11799796159284, 1, 0, 0, 1, 12
1160, 2012, 36.78228539439747, 1, 0, 1, 1, 20
1441, 2013, 57.78572256272204, 1, 0, 1, 0, 20
1224, 2012, 55.998065261140496, 1, 0, 0, 1, 16
1554, 2012, 57.92672928146105, 1, 0, 1, 1, 28
1429, 2013, 55.84589800310661, 0, 0, 1, 1, 17
1603, 2013, 43.373582587737374, 1, 0, 0, 1, 10
1189, 2013, 48.44197492207111, 1, 0, 0, 1, 11
1051, 2013, 65.72922027550665, 1, 0, 1, 1, 10
1199, 2012, 54.87177127440187, 1, 0, 0, 0, 27
1628, 2012, 45.79458707234075, 0, 0, 0, 1, 13
1418, 2013, 64.13864109109049, 1, 0, 1, 0, 11
1196, 2012, 48.86043874006856, 1, 0, 0, 1, 18
1040, 2012, 52.506960096517005, 1, 0, 1, 1, 10
1112, 2012, 44.86497671130341, 1, 0, 0, 1, 25
1466, 2012, 48.486728116008976, 1, 0, 1, 1, 10
1431, 2013, 84.84155153430879, 1, 0, 1, 1, 10
1320, 2012, 46.764345526114376, 1, 0, 0, 1, 13
1086, 2012, 51.670826350630584, 1, 0, 0, 1, 10
1537, 2012, 50.856310541544325, 1, 0, 0, 1, 20
1165, 2013, 52.70673887678582, 1, 0, 0, 1, 11
1541, 2012, 50.77509819775717, 1, 0, 0, 0, 15
1190, 2012, 45.19090089271536, 1, 0, 0, 1, 21
1415, 2013, 53.15984293871831, 1, 0, 0, 1, 10
1430, 2012, 54.488172393398244, 0, 0, 1, 1, 26
1572, 2013, 48.785923102713845, 1, 0, 0, 1, 17
1333, 2012, 54.71249001569873, 1, 0, 1, 0, 27
1281, 2013, 39.255306787105276, 1, 0, 0, 0, 27
1254, 2013, 44.916422645758736, 1, 0, 0, 1, 16
1034, 2012, 46.8234999893914, 0, 0, 1, 1, 23
1438, 2013, 36.518567962524074, 0, 0, 1, 0, 25
1338, 2012, 46.37064515441025, 1, 0, 0, 0, 19
1302, 2013, 41.70140630201946, 1, 0, 0, 1, 20
1172, 2012, 51.29214698993324, 0, 0, 1, 1, 22
1088, 2012, 31.161087916810814, 1, 0, 0, 1, 18
1625, 2012, 70.60472841856671, 1, 0, 1, 0, 15
1217, 2012, 47.2817684709041, 1, 0, 0, 0, 13
1636, 2012, 62.6921036506964, 1, 0, 0, 1, 23
1591, 2013, 74.53145250457884, 1, 0, 0, 0, 14
1312, 2012, 44.266959337924796, 1, 0, 0, 0, 23
1545, 2013, 49.04251012946071, 0, 0, 1, 1, 24
1144, 2012, 34.0638222359607, 0, 0, 1, 0, 17
1283, 2013, 56.722046489362356, 1, 0, 1, 0, 18
1169, 2013, 50.65714185154086, 1, 0, 1, 1, 19
1266, 2012, 60.65201096242645, 1, 0, 1, 0, 25
1374, 2013, 67.4736181829038, 1, 0, 0, 1, 14
1404, 2013, 57.216131814295196, 1, 0, 0, 1, 26
1471, 2012, 34.91075739789525, 1, 0, 0, 0, 12
1391, 2013, 46.10110112369145, 1, 0, 0, 1, 24
1347, 2013, 45.68446422662098, 0, 0, 0, 0, 21
1031, 2013, 43.440834589067606, 0, 0, 0, 1, 22
1495, 2012, 46.577268545184936, 1, 0, 1, 1, 10
1048, 2013, 48.76355492184361, 0, 0, 1, 0, 21
1579, 2013, 58.400309471176605, 1, 0, 1, 1, 25
1007, 2012, 30.551133656284783, 1, 0, 0, 1, 12
1343, 2013, 40.15548379685102, 1, 0, 0, 1, 10
1624, 2012, 52.691798048066296, 1, 0, 1, 1, 20
1520, 2012, 54.62030652977821, 1, 0, 1, 1, 13
1305, 2013, 61.39741063347502, 0, 0, 1, 1, 14
1505, 2013, 55.30653082413685, 1, 0, 0, 1, 20
1160, 2013, 37.37746778617043, 1, 0, 1, 1, 20
1581, 2012, 70.6619727235765, 0, 0, 0, 1, 23
1046, 2013, 62.92219165495072, 1, 0, 0, 0, 11
1600, 2012, 34.079694879052596, 1, 0, 1, 1, 10
1360, 2012, 41.834043741242844, 1, 0, 0, 0, 16
1153, 2012, 41.54418725619028, 0, 0, 0, 1, 15
1452, 2013, 40.83547705119752, 1, 0, 0, 0, 27
1052, 2013, 60.2680461417833, 1, 0, 1, 1, 14
1129, 2012, 48.05248729472236, 1, 0, 0, 0, 17
1417, 2013, 53.890076914633994, 1, 0, 0, 0, 27
1151, 2012, 50.495498714001066, 1, 0, 0, 1, 24
1509, 2013, 34.06661272018022, 0, 0, 0, 1, 13
1272, 2012, 70.83847557978295, 1, 0, 1, 0, 16
1556, 2012, 61.34164573473992, 0, 0, 0, 0, 28
1557, 2012, 45.243306919010685, 1, 0, 1, 1, 10
1578, 2012, 51.49321385220454, 1, 0, 0, 1, 27
1143, 2012, 49.2305429920825, 1, 0, 0, 0, 15
1486, 2013, 59.53184334254653, 0, 0, 1, 0, 17
1456, 2013, 25.670814433215597, 1, 0, 0, 0, 18
1188, 2013, 63.22670163718569, 1, 0, 0, 1, 14
1028, 2012, 43.135335797003954, 1, 0, 0, 0, 19
1057, 2012, 52.31183573663408, 1, 0, 1, 0, 27
1021, 2012, 53.77287698968579, 1, 0, 0, 1, 26
1195, 2012, 45.425749279204986, 1, 0, 1, 1, 10
1517, 2012, 46.016184000967804, 1, 0, 0, 1, 10
1474, 2013, 58.06188367445094, 1, 0, 0, 1, 21
1348, 2013, 72.45203065239284, 1, 0, 0, 1, 10
1605, 2013, 74.32389040032088, 1, 0, 0, 0, 14
1195, 2013, 59.92153246598641, 1, 0, 1, 1, 10
1612, 2013, 49.44038439006371, 1, 0, 1, 1, 18
1035, 2012, 31.748586256623295, 1, 0, 1, 1, 17
1167, 2013, 54.33265112659107, 1, 0, 1, 0, 13
1240, 2013, 62.52311118374909, 1, 0, 0, 1, 27
1427, 2013, 61.39726723668087, 0, 0, 1, 1, 19
1086, 2013, 57.63832580527929, 1, 0, 0, 1, 10
1511, 2013, 73.61939105393724, 1, 0, 0, 1, 13
1346, 2013, 56.98261771987522, 1, 0, 1, 1, 12
1423, 2013, 33.71229683252081, 1, 0, 0, 0, 21
1345, 2012, 53.49473473410258, 1, 0, 0, 0, 19
1244, 2013, 52.86636329229581, 0, 0, 0, 1, 26
1350, 2012, 52.764863227539, 1, 0, 1, 1, 15
1523, 2013, 61.762568283016854, 0, 0, 0, 1, 24
1325, 2013, 39.059849984599026, 1, 0, 1, 1, 20
1308, 2013, 63.68559322324881, 1, 0, 0, 0, 18
1149, 2012, 44.68342388475665, 1, 0, 0, 1, 10
1390, 2012, 46.82952990452602, 1, 0, 0, 1, 10
1151, 2013, 45.10809203344112, 1, 0, 0, 1, 24
1179, 2012, 41.90411527787674, 1, 0, 0, 1, 10
1592, 2012, 69.89347943680849, 1, 0, 1, 1, 19
1036, 2013, 46.650259719158, 1, 0, 0, 1, 25
1446, 2013, 45.282600685448955, 1, 0, 0, 0, 15
1441, 2012, 57.88644759564005, 1, 0, 1, 0, 20
1116, 2012, 47.45828169902184, 1, 0, 0, 1, 22
1128, 2013, 52.01624238347023, 1, 0, 1, 1, 22
1353, 2013, 69.61246092720883, 1, 0, 0, 1, 10
1508, 2012, 53.84113807338488, 1, 0, 1, 0, 21
1067, 2013, 43.242212075460856, 1, 0, 0, 0, 28
1108, 2013, 71.76293432101619, 1, 0, 1, 1, 17
1173, 2013, 54.85885629985177, 0, 0, 0, 1, 10
1315, 2013, 58.22301132586533, 1, 0, 0, 1, 25
1521, 2013, 32.455540741852595, 1, 0, 0, 1, 10
1571, 2013, 48.87492958296745, 1, 0, 1, 0, 18
1564, 2012, 34.19902235755099, 1, 0, 0, 1, 10
1610, 2012, 53.797712738828466, 1, 0, 1, 0, 12
1377, 2013, 68.98289188461213, 1, 0, 1, 1, 10
1396, 2013, 65.83000479447469, 1, 0, 1, 0, 27
1515, 2012, 62.67248481065781, 0, 0, 1, 1, 17
1174, 2013, 71.01841996027707, 1, 0, 0, 1, 21
1137, 2012, 43.642093998789804, 1, 0, 1, 1, 28
1594, 2012, 53.74296972524445, 1, 0, 1, 0, 25
1501, 2013, 19.1089498733542, 1, 0, 0, 1, 23
1202, 2013, 34.00532164356472, 1, 0, 0, 1, 10
1226, 2013, 48.790981812717455, 1, 0, 0, 0, 20
1268, 2012, 32.95762764443556, 1, 0, 1, 1, 10
1366, 2013, 69.6477995796642, 0, 0, 0, 1, 17
1340, 2013, 44.496572090240235, 1, 0, 0, 1, 13
1085, 2012, 57.9338765632005, 1, 0, 1, 0, 23
1343, 2012, 37.12644091449043, 1, 0, 0, 1, 10
1046, 2012, 60.18084761060863, 1, 0, 0, 0, 11
1434, 2013, 78.23847601044835, 1, 0, 0, 1, 14
1107, 2012, 62.153102643638064, 1, 0, 1, 1, 24
1357, 2012, 62.87842296205859, 1, 0, 0, 1, 13
1284, 2012, 40.73378205073138, 1, 0, 0, 1, 13
1073, 2013, 45.957256926415326, 1, 0, 1, 0, 19
1125, 2013, 50.10399193032615, 1, 0, 0, 0, 21
1540, 2013, 73.38382995910047, 1, 0, 1, 0, 20
1166, 2012, 42.41772672632843, 0, 0, 1, 1, 12
1587, 2013, 43.95434440547555, 1, 0, 0, 1, 10
1145, 2013, 60.65972981623998, 1, 0, 1, 0, 15
1190, 2013, 51.647490416853756, 1, 0, 0, 1, 21
1542, 2012, 59.901483239196956, 1, 0, 0, 0, 28
1133, 2013, 60.607089049830265, 1, 0, 0, 1, 10
1324, 2013, 43.82589738516427, 1, 0, 0, 1, 10
1091, 2013, 37.07074998606861, 1, 0, 0, 0, 21
1327, 2012, 60.27192310454648, 0, 0, 1, 1, 28
1266, 2013, 66.59958166171606, 1, 0, 1, 0, 25
1041, 2012, 42.87695226650652, 1, 0, 1, 0, 23
1326, 2012, 26.01887314343096, 1, 0, 0, 1, 16
1038, 2012, 39.10609196129113, 1, 0, 1, 0, 20
1397, 2013, 46.13155850864202, 1, 0, 0, 1, 25
1515, 2013, 69.4283887366372, 0, 0, 1, 1, 17
1275, 2012, 43.10009955438596, 1, 0, 0, 0, 28
1334, 2012, 39.004868143184936, 0, 0, 0, 0, 24
1212, 2013, 60.48879755208273, 1, 0, 0, 1, 10
1275, 2013, 48.68322695824119, 1, 0, 0, 0, 28
1470, 2013, 54.00411188927773, 1, 0, 0, 0, 25
1532, 2013, 68.7860247960852, 1, 0, 1, 1, 19
1602, 2012, 55.07664164224185, 1, 0, 0, 1, 13
1257, 2012, 61.41036489195459, 1, 0, 0, 0, 22
1369, 2012, 60.01421875396591, 1, 0, 0, 0, 27
1336, 2013, 44.646934120206964, 1, 0, 0, 0, 18
1612, 2012, 50.126190366743444, 1, 0, 1, 1, 18
1585, 2012, 68.36042531655816, 1, 0, 0, 1, 22
1186, 2012, 57.28596920393249, 1, 0, 0, 1, 28
1043, 2012, 50.43688531448537, 1, 0, 1, 0, 20
1398, 2013, 64.15203292995064, 1, 0, 1, 1, 10
1357, 2013, 59.731598005583734, 1, 0, 0, 1, 13
1634, 2013, 79.98947638762868, 1, 0, 1, 1, 10
1234, 2012, 60.865916773499976, 1, 0, 0, 0, 24
1345, 2013, 56.15987868456082, 1, 0, 0, 0, 19
1161, 2013, 63.999603847358856, 1, 0, 1, 1, 17
1579, 2012, 53.75408392998138, 1, 0, 1, 1, 25
1124, 2013, 60.06913240733822, 1, 0, 0, 1, 20
1207, 2013, 56.18132341909749, 1, 0, 0, 0, 16
1455, 2013, 58.09918787183174, 1, 0, 0, 0, 23
1169, 2012, 47.18371190626609, 1, 0, 1, 1, 19
1412, 2012, 50.85033909992674, 0, 0, 0, 1, 26
1478, 2013, 44.94267425319575, 1, 0, 1, 1, 10
1262, 2013, 73.96069005424246, 1, 0, 1, 0, 17
1317, 2012, 33.573573645400046, 0, 0, 0, 0, 12
1419, 2012, 58.121904584645165, 1, 0, 0, 1, 10
1058, 2013, 60.15864420006584, 1, 0, 1, 1, 26
1551, 2013, 47.391444889505465, 0, 0, 0, 1, 27
1559, 2012, 46.00286419129586, 1, 0, 0, 1, 28
1001, 2012, 59.653533099801734, 1, 0, 0, 1, 10
1222, 2012, 54.9358314572654, 0, 0, 1, 1, 26
1033, 2012, 46.445539495132536, 1, 0, 0, 0, 19
1494, 2012, 65.74732686334336, 1, 0, 0, 1, 14
1348, 2012, 67.33567142465401, 1, 0, 0, 1, 10
1092, 2012, 41.842713636013855, 1, 0, 0, 1, 10
