currach,initach,ses,treat
38.97886633,38.97886633,11.296727,0
48.62514098,48.11344246,27.15709288,1
35.88766922,35.88766922,13.22959792,0
77.0616201,69.56737647,44.38117428,1
46.13714414,46.13714414,28.01478195,0
43.70705766,43.70705766,12.37580568,0
46.71538208,42.01419703,12.01730082,1
58.69174753,58.69174753,18.69986768,0
74.50588953,63.57611012,47.37456073,1
44.47286958,44.47286958,20.37980384,0
58.19362291,58.19362291,18.62179144,0
63.46877317,63.56591471,47.64321697,1
39.7908125,43.31846698,35.83404627,1
38.23713808,38.23713808,4.156846167,0
54.48696318,52.99809485,45.14049041,1
50.97197914,50.97197914,38.18005139,0
57.15640511,50.99855648,38.60336071,1
68.45164485,62.64297286,53.7806765,1
50.44187896,50.44187896,30.77710969,0
50.64591086,47.19174001,38.34725939,1
61.06874626,50.94867047,24.05116039,1
48.01440975,48.01440975,12.5437921,0
56.21711268,52.25598273,65.26322724,1
36.73101903,36.73101903,10.50349495,0
47.02634556,47.02634556,9.924817694,0
65.35033757,53.95634386,39.12737745,1
68.79421521,61.63437661,55.5256336,1
58.68112643,52.4111144,26.24560679,1
65.56600996,68.5258249,58.93739171,1
37.20391201,37.20391201,11.04298159,0
46.2156145,47.26410106,33.81421557,1
74.0688505,68.41105843,85.29260157,1
66.37943779,63.99542878,56.35096041,1
68.26542953,63.12004019,44.41404836,1
53.67547056,53.67547056,7.533612584,0
44.36325708,44.36325708,15.18027816,0
42.95548445,42.95548445,6.1952397,0
48.5718685,48.5718685,22.68659134,0
49.7300543,47.04842329,40.27386109,1
56.99764589,56.2288778,20.37740774,1
57.72603406,53.77604465,28.97023208,1
32.5075082,32.5075082,6.212463235,0
83.54604124,81.74387103,65.36180931,1
29.71854116,29.71854116,7.438026611,0
67.51985161,67.5284026,42.08852859,1
57.54317786,45.3363864,20.26514056,1
56.71870447,60.03561268,31.08430026,1
65.02221575,63.61447683,41.25181494,1
48.10054851,48.10054851,9.66441653,0
68.73018905,60.6050074,31.99303573,1
51.29244811,51.29244811,34.54660444,0
44.4343448,38.35953132,19.48412562,1
49.04545584,49.04545584,13.31786453,0
54.91293415,49.20406082,9.633280475,1
37.38221899,37.92761158,14.06067732,1
38.02920956,38.02920956,10.26732688,0
55.33682876,55.33682876,18.44215332,0
46.78065115,46.78065115,19.87545257,0
59.31636106,56.87658514,32.01467528,1
50.0344821,50.0344821,20.5085694,0
25.61131324,25.61131324,5.048204397,0
61.09456016,61.09456016,35.37389006,0
53.07101767,53.07101767,20.9421806,0
56.38857011,46.86888159,32.4211347,1
31.95979573,36.97361585,12.44179303,1
48.90344797,48.90344797,16.00496219,0
55.99127972,53.41733737,28.89203042,1
56.21946767,56.21946767,27.55202589,0
44.30975171,39.23005519,11.73357814,1
50.53828146,48.15021351,14.31927301,1
55.10849953,47.61969333,44.97317893,1
56.2816393,45.89459998,28.37986628,1
45.98301077,48.18360484,38.62503354,1
52.04988465,54.3574903,21.57819432,1
43.31761701,43.31761701,10.88974385,0
51.28091572,43.90618263,30.20059825,1
50.50961772,50.50961772,9.480278288,0
58.28172074,55.45267937,31.51747431,1
53.54499195,53.54499195,40.91312485,0
55.08184797,45.08436418,15.04705459,1
54.89003983,51.28095584,28.14342352,1
43.58173855,51.67702628,35.27288644,1
54.34287266,53.79933372,23.28346016,1
53.05610665,53.05610665,32.66360948,0
65.42406018,58.06118902,29.5480277,1
43.57074165,50.41649307,35.80689142,1
51.38955519,51.38955519,22.20257725,0
54.28501815,50.77309954,36.31961259,1
58.4104657,58.4104657,58.74237088,0
63.52626069,55.83935957,14.86186347,1
47.42430241,47.42430241,22.40190084,0
33.38303941,33.38303941,17.82490308,0
62.77772412,62.64058731,71.09413535,1
40.48868973,40.48868973,23.20054921,0
35.59233191,39.12364162,19.50764479,1
45.42302805,46.25455444,30.40689533,1
50.51454889,50.51454889,27.27562559,0
62.56177544,59.24156902,27.97954356,1
59.52442065,57.1906113,29.15619138,1
54.94229629,54.94229629,22.55255194,0
42.83488175,42.83488175,18.62836102,0
35.82293159,35.82293159,9.381920835,0
67.24381303,61.08661936,34.07515735,1
48.17063318,48.17063318,38.73581693,0
49.86405991,49.86405991,44.15657985,0
23.89968527,23.89968527,3.736405454,0
57.0329126,57.0329126,21.43348776,0
73.11748702,70.67788536,43.19556794,1
49.87344194,49.87344194,30.46281797,0
48.59881554,45.22206963,20.1974767,1
46.2861388,46.2861388,28.3013288,0
35.47783251,35.47783251,24.09345186,0
45.49247775,45.49247775,30.47303372,0
45.44491424,45.44491424,12.13238127,0
40.15420002,40.15420002,18.56136385,0
65.73860346,55.46773781,42.99959869,1
37.83116864,37.83116864,7.924948564,0
52.91665958,52.91665958,18.91714422,0
43.65781526,43.65781526,13.09018926,0
59.27313527,46.76097697,25.91686853,1
40.65293456,40.65293456,14.11160969,0
58.36253755,54.52757093,50.65309905,1
61.36721591,57.40102004,33.52882342,1
56.36396043,56.36396043,36.93870647,0
49.59078092,49.59078092,23.60252591,0
62.25737591,62.25737591,30.96282092,0
48.27444841,48.27444841,32.299436,0
57.16869779,52.71303564,30.25415257,1
48.08984877,48.08984877,24.06142395,0
60.9698809,55.75619368,24.31607506,1
67.41877553,63.67392557,45.23923819,1
34.34789592,34.34789592,8.668303635,0
45.87455298,45.87455298,18.37779904,0
45.26280122,45.41858604,22.68895584,1
38.94408254,38.94408254,36.77373728,0
32.39778296,32.39778296,9.86902285,0
60.23080854,59.06215924,55.46035044,1
67.97247258,56.81397579,44.69220531,1
59.77893341,59.77893341,15.75920034,0
49.42031666,49.42031666,11.49785838,0
59.00193576,50.03577684,36.2353859,1
55.84387409,53.44214205,54.44495575,1
50.7557979,50.7557979,11.92868417,0
52.03002863,52.03002863,20.26325706,0
57.51350776,46.59279114,21.06827108,1
64.32352956,63.50773354,47.55994956,1
47.43239123,47.43239123,16.12893119,0
42.73574637,42.73574637,19.480951,0
37.95318135,37.95318135,21.01774169,0
44.63156623,44.63156623,22.35883034,0
64.95179951,63.74200901,31.36585593,1
31.21029814,29.24949495,21.33064277,1
43.5561222,43.5561222,22.60236306,0
50.66360845,50.66360845,12.55828863,0
47.83285396,47.83285396,20.68602167,0
60.73620111,60.73620111,49.2537773,0
50.11182792,50.11182792,19.17501885,0
38.64798788,38.64798788,21.3828094,0
50.94815497,49.27450978,17.73297976,1
59.37213091,54.82584544,26.17397012,1
50.24148729,50.24148729,15.66892841,0
75.93496458,66.06428243,50.61207358,1
42.52975464,42.52975464,14.15378035,0
59.87735482,59.87735482,38.91072254,0
44.86168104,44.86168104,10.61820828,0
41.52909789,41.52909789,20.9777511,0
52.1480459,52.1480459,25.30875706,0
62.8489602,60.54245866,57.4398306,1
65.08205477,58.72920468,34.949256,1
56.76406415,58.86564425,45.09304064,1
54.24973359,54.24973359,18.84221245,0
44.49440546,44.49440546,20.67560708,0
40.3017638,43.90358642,29.89665565,1
54.99792522,42.53060287,22.9077561,1
61.60659384,54.22023481,16.52802981,1
77.64376432,57.83749424,34.44604205,1
53.85999497,54.86073344,29.73662886,1
56.8680133,49.64068821,28.55744931,1
49.55547443,49.55547443,15.75825272,0
42.22273301,42.22273301,26.22352459,0
47.63571014,45.43306564,17.9388024,1
32.7798259,30.99190607,10.40820922,1
53.8937261,53.8937261,31.99906779,0
66.11313365,51.50103096,29.33831542,1
51.53268507,51.53268507,27.39475491,0
52.35664194,50.01148638,32.02307257,1
67.0198398,60.11279186,49.82855339,1
30.57549501,30.57549501,13.06503239,0
86.31578052,78.52515971,56.74850182,1
42.46748487,42.46748487,13.87834029,0
67.59688728,63.77444758,45.79448581,1
43.88793249,43.88793249,19.13135358,0
60.78228981,57.80532845,14.99267707,1
36.06022835,38.68585522,21.39781416,1
45.45081486,44.78528749,23.20054483,1
38.6955311,38.6955311,13.04441277,0
46.79767419,46.79767419,30.63477239,0
46.76973089,46.76973089,19.79445195,0
41.27614826,41.27614826,10.30759375,0
63.77835498,65.41992245,80.6329234,1
50.15445123,55.89972631,66.20116926,1
59.72424014,53.12021719,11.72108065,1
59.82683857,59.82683857,25.41165803,0
56.30537039,56.30537039,35.67075724,0
50.55455741,50.55455741,13.603896,0
55.75334442,55.75334442,23.58567171,0
67.98003189,62.81093483,31.49024442,1
76.45958596,78.32989731,52.92608114,1
37.14770936,37.14770936,15.63102486,0
46.23755767,42.60298539,25.06385271,1
64.55901202,62.44261852,38.6698182,1
46.45022026,46.45022026,19.84917093,0
57.26137639,57.26137639,31.9758277,0
44.35450902,44.35450902,15.00356739,0
42.06279654,42.06279654,15.65817934,0
72.93087709,62.33395982,50.23540825,1
53.97952071,53.97952071,40.43775795,0
51.9792103,51.9792103,32.20130667,0
56.41227949,56.41227949,25.80095505,0
56.46667643,56.46667643,54.00343161,0
45.828442,45.828442,15.328176,0
70.84900225,69.30859087,36.51688092,1
67.09138639,59.54769832,29.63486841,1
38.10552425,41.11132988,23.15473351,1
53.07060087,53.07060087,19.74006673,0
73.52364356,64.68928949,54.75349133,1
40.02289842,40.02289842,8.263276094,0
56.1384763,56.1384763,38.40448684,0
56.38507842,52.0377253,32.15718143,1
55.26294956,49.48103277,30.39677813,1
43.49200215,43.49200215,10.98857717,0
45.001896,45.001896,15.95858179,0
64.5846061,53.88461628,32.1885574,1
43.9182128,43.9182128,18.61439049,0
56.34495367,56.34495367,24.36434341,0
47.457971,47.457971,20.10340389,0
63.15272901,55.38211661,33.89039758,1
55.63045803,55.63045803,42.02029153,0
47.60702085,43.02791401,19.95597317,1
57.78737475,55.16142481,31.32020408,1
38.88025375,38.88025375,8.823909491,0
42.4540871,42.4540871,14.91931419,0
62.21840212,54.51023489,22.12696423,1
71.76015747,64.01102522,56.90901052,1
55.91901111,59.62540075,27.86798364,1
53.51961101,53.51961101,14.0023146,0
46.47692501,42.52997556,19.77585484,1
42.61240783,40.76444573,10.86788033,1
47.35561121,47.35561121,21.68388001,0
49.74374707,52.12080705,33.5079239,1
66.92679896,66.92679896,36.16880137,0
46.65293789,46.65293789,25.36367424,0
53.75356195,53.75356195,31.16746754,0
76.8605137,76.95775637,61.32322264,1
56.94306828,50.54376153,20.33425117,1
25.8754796,25.8754796,8.869824569,0
43.78286878,43.78286878,20.2631871,0
55.03772724,55.03772724,17.76686248,0
47.83146426,43.51988693,23.1747561,1
64.75530116,57.6731432,25.89598984,1
52.06066189,50.98535821,13.86236852,1
23.21808813,23.21808813,13.4843423,0
31.77615257,24.01664671,11.47180754,1
40.99248105,42.18279086,30.57393378,1
68.42765733,58.09736051,25.22413568,1
46.07631497,46.07631497,29.74598926,0
45.74437236,45.74437236,15.84521435,0
38.43757123,38.43757123,13.86798074,0
49.84342666,49.84342666,27.37375045,0
54.37858376,54.37858376,22.04998398,0
51.96312642,53.90859483,49.89496117,1
57.81881403,55.5186949,21.35734257,1
46.14761395,46.14761395,16.98280323,0
72.44589489,58.63680913,33.8681908,1
55.4647043,57.94071254,38.8963116,1
40.75404612,40.75404612,16.68390934,0
44.30925483,51.11543274,30.81323871,1
51.67619933,51.67619933,26.85634796,0
54.60182618,50.01820109,15.65955375,1
58.75353043,51.95870293,40.05071929,1
66.0673971,62.66419981,44.07512332,1
51.25190143,47.76850087,24.93642281,1
43.49277688,34.29072885,23.35066131,1
64.52343529,63.8004384,55.65412224,1
57.27634581,57.27634581,49.81344953,0
51.03008162,43.98150062,33.95483012,1
48.70133416,48.70133416,15.69130312,0
70.37651805,58.76817446,48.32282266,1
42.9194899,42.9194899,14.39725492,0
50.80401241,43.94289569,40.24793254,1
63.30475448,64.34360481,45.22887626,1
68.33239165,58.40401202,27.36999658,1
52.06765307,52.06765307,27.11410878,0
44.50676861,44.50676861,17.38782234,0
52.80351706,52.80351706,33.2392602,0
66.58029689,67.60591993,36.83153836,1
57.35436417,52.0318717,36.49971184,1
43.85417285,42.92130873,21.93815532,1
63.17701315,60.50016003,42.89976345,1
47.76105976,40.7910232,8.706816643,1
85.38950279,71.36510364,64.20973354,1
64.81872507,54.43593065,43.81105771,1
53.96713964,43.37827962,9.081958105,1
56.16401525,56.16401525,23.76966726,0
57.42210709,57.42210709,27.58749055,0
54.03609997,48.79209802,25.26280766,1
48.04304115,48.04304115,17.50136012,0
50.10290568,45.17791891,21.60206676,1
52.29386971,52.29386971,15.33026852,0
58.61746891,47.70848935,32.00082699,1
45.67043473,45.67043473,13.54631205,0
41.99761189,41.99761189,19.47309082,0
64.98981518,62.320634,36.23933418,1
48.51415533,53.15217055,47.39916746,1
26.38647376,32.88200011,23.77928868,1
44.84164446,44.84164446,20.59762375,0
51.74518178,51.74518178,26.35388512,0
52.81289123,40.13999983,18.02923815,1
69.47628086,68.37171693,39.26700433,1
72.16081129,72.75026575,55.57503265,1
46.03015691,53.1821763,26.78736976,1
75.6033173,64.56294559,34.79553556,1
35.16417616,35.16417616,16.25528047,0
56.68293375,56.75785061,30.00759914,1
53.55584954,47.78470036,26.16654639,1
40.56587812,40.56587812,23.20022353,0
40.74965006,40.74965006,9.336695255,0
58.62794746,53.11744736,20.77413658,1
55.53325616,50.3919569,27.48289013,1
54.93135353,56.04261009,28.30438974,1
65.81488017,67.80734258,43.35111896,1
59.35340847,59.35340847,24.77726409,0
48.13873862,48.13873862,32.57396923,0
51.88872117,39.45556667,11.08367857,1
58.54601547,53.44092271,32.70225073,1
48.03401273,45.21157008,22.6628096,1
53.36459197,56.13624075,38.09281273,1
28.90183206,28.90183206,11.14079895,0
58.73954626,56.18866287,41.50691022,1
58.94035029,58.94035029,40.12868207,0
67.3780639,57.33634556,35.02696585,1
22.4961657,22.4961657,3.58837764,0
57.2955652,56.95585649,39.62212791,1
22.72314422,22.72314422,9.082023266,0
57.8243883,57.8243883,18.94075857,0
61.0752037,60.29268502,27.07870284,1
36.9130782,36.9130782,29.17674802,0
64.38790999,52.84373167,63.62581796,1
56.20368046,48.88354779,45.64415963,1
32.47609273,32.47609273,12.68798542,0
66.34307779,59.94241141,73.19268993,1
40.39821439,40.39821439,10.57858019,0
43.09260585,44.51710961,28.08997689,1
58.62333952,58.62333952,14.20804623,0
52.42392602,52.42392602,38.37794886,0
54.31458478,50.53481791,42.28592886,1
42.9109512,42.9109512,18.56889876,0
54.00532422,41.20426843,18.55159317,1
61.44222814,54.3310851,33.00523867,1
70.19962623,61.20917113,37.22957001,1
48.64791546,48.64791546,25.89354578,0
46.57573278,47.84690884,34.67627291,1
20.21290692,20.21290692,7.1087212,0
50.48042005,47.86171023,23.359597,1
19.72931421,19.72931421,4.498538416,0
52.5248944,52.5248944,26.07823474,0
70.52483917,72.24877349,44.94019417,1
49.19110151,49.19110151,16.31402048,0
47.97122481,47.97122481,16.39295138,0
48.29402829,48.29402829,29.69684274,0
67.02001335,54.01176815,45.32733662,1
52.35685477,52.35685477,52.74586677,0
50.32576486,42.47023926,18.05841173,1
51.47144442,51.47144442,14.81922627,0
53.90895176,48.68362489,35.17862824,1
56.79041969,56.79041969,24.09252752,0
69.81288312,69.81288312,42.03200388,0
39.39185665,39.39185665,18.44247251,0
43.25095881,43.25095881,15.59280576,0
50.46566657,55.92834617,42.61882368,1
66.24417636,57.39017467,68.09138155,1
51.7320946,51.7320946,22.22168225,0
67.05529822,67.76808369,71.38161276,1
63.19036455,55.68070411,54.57109456,1
63.95071104,62.54609764,43.3287071,1
61.17553309,61.17553309,67.32779063,0
47.86039842,47.86039842,32.22659788,0
46.00466583,46.00466583,16.62719479,0
43.33629099,44.38097031,20.65403399,1
63.08457738,63.08457738,61.70013745,0
42.89330518,42.89330518,20.77294171,0
40.36303804,40.36303804,29.65613188,0
52.44632933,52.44632933,17.95864,0
51.89538209,51.89538209,22.23763265,0
64.92705666,64.92705666,35.99879465,0
63.27727507,56.52335586,31.98796609,1
39.63218324,39.63218324,12.67245678,0
59.20224615,52.64577374,30.96276969,1
29.48813637,29.21698207,7.054042193,1
58.27591713,50.07677526,33.35978839,1
43.97003338,43.97003338,7.102054491,0
62.67096913,55.24828673,38.25298999,1
32.59050711,32.59050711,7.627724339,0
52.59497654,52.59497654,19.938682,0
44.99606114,44.99606114,33.57892364,0
52.53752894,52.53752894,28.34804205,0
28.90401442,28.90401442,5.220078655,0
63.01062277,63.01062277,42.39410402,0
44.20559587,44.20559587,9.557422081,0
57.93830755,61.78821474,37.78031461,1
48.29058621,44.89836392,13.88044711,1
35.76551514,35.76551514,22.46468455,0
43.88833212,42.5944651,24.46803097,1
58.16194299,51.6302176,28.65009113,1
44.49300055,44.49300055,19.64531006,0
43.61504631,43.61504631,32.85154177,0
56.05006179,43.89633335,14.71417766,1
67.58529798,63.62733569,61.57176589,1
61.58654472,61.58654472,32.31105449,0
54.54211551,54.54211551,32.89456981,0
45.21821877,45.21821877,24.98682345,0
42.12032494,42.12032494,11.85809045,0
53.24045518,44.04436796,41.23047904,1
